,name,price,adress,unit_details,description,score,URL
680,"['', '2 Beds 1 Bath House']","['$1,000 / Month']",['Location is approximate'],"['Kelowna, BC', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', 'Central AC', 'Heating available', 'Laundry available', 'Parking available', 'Kelowna, BC', 'Joined Facebook in 2011']","['This is NOT a full house.  Shared house with 2 separate bedrooms ($1,000 a month each)\n\nLooking for responsible single male post secondary students only (1 person per bedroom). No smoking, drugs or pets (dog in residence). References and background check required.\nFully furnished, recently renovated - 2 queen bedrooms (2 students), 1 bath, with separate entrance, private living room, and convenience kitchen (fridge, microwave, sink, dishwasher). Air conditioning, utilities, highspeed wifi, fitness room, laundry and hot tub included. Access to upper level kitchen, patios, bbq, backyard and parking included. $1,000 per month (for each bedroom).\nClose to amenities 10 minutes to Okanagan College, Costco, Orchard Park Mall. 20 min to UBCO, bus accessibility on KLO Road.\nText or call if you meet the criteria: [hidden information] and talk to Ken See less']",[],['https://www.facebook.com/marketplace/item/1523683688100046/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748159049828407507%22%2C%22mf_story_key%22%3A%229057891367570161%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A9057891367570161%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.4851415853873%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%229057891367570161%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
681,"['', '2 Beds 2 Baths Apartment']","['$2,900 / Month']",['Location is approximate'],"['Kelowna, BC', 'Listed over a week ago · Available now', 'Apartment', '2 beds · 2 baths', 'Central AC', 'Central heating', 'In-unit laundry', 'Off-street parking', 'Kelowna, BC', 'Joined Facebook in 2022']","[""SEASONAL - Available only Feb, March, April or May.\n\nLIVE AT BROOKLYN ON BERNARD.\n\nEnjoy captivating North West views of Lake Okanagan and the city skyline from this 20th floor corner suite. You will love the wall to wall windows to take in one of the best views this building has to offer, top of the line finishes and a chef inspired kitchen. Located in the heart of downtown Kelowna, this condo allows you to get around without the need for a vehicle. Essential shopping, local boutiques, craft breweries, urban wineries and trendy eateries are all within your neighbourhood.\n\nThis 20th floor corner unit offers one of the BEST views in the building. Spectacular sunsets and panoramic lake views can be enjoyed from your private balcony where you can relax after a long day.\n\nAs a tenant of BROOKLYN you will be granted full access to the incredible common area.\nNewly constructed high above the city skyline on the 25th floor, this exclusive rooftop patio offers breath taking views of Lake Okanagan and captivating panoramic scenery of the City and mountains.\nFeaturing top of the line patio furniture, brand new BBQ's and an outdoor chef inspired kitchen.\nEquipped with stainless appliances and sophisticated furnishings it makes for the perfect place to relax.\n\nNo pets and no smoking.\n\nPlease make sure you include your name, address and phone number when responding to this ad.\n\nFollow me on Instagram at:\nhttps://www.instagram.com/meadowgilbertrentalproperties/ See less""]",[],['https://www.facebook.com/marketplace/item/680684126802210/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748159049828407507%22%2C%22mf_story_key%22%3A%225674064069314199%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5674064069314199%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48530359818217%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225674064069314199%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
682,"['', '2 Beds 1 Bath House']","['$1,900 / Month']","['Lake Country, BC, V4V 1C1']","['Coral Beach Rd, Lake Country, BC', '1300 square feet', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', '1300 square feet', 'Central AC', 'Central heating', 'In-unit laundry', 'Parking available', 'Joined Facebook in 2010']","['Beautiful spacious 2 Bedroom Lakeview walkout basement suite for rent.\n\nVideo Tour - https://youtu.be/l8vOg1dvmbQ\n\nAvailable short term - January 1st to April 30th.\n\nThis gorgeous home overlooks Lake Okanagan, with beautiful views of the lake and the mountains behind. \n\nDetails as follows…\n\nFULLY FURNISHED as shown in photos.\n\n• 2 Bedroom/1 Bathroom\n• All utilities included\n• Full Laundry (shared with upstairs suite)\n• Non-smoking property\n• Ample driveway parking\n• Fibre-optic Internet/Cable TV included\n• 2 minute walk to Coral Beach park and boat launch\n• 5 minute walk to 50th Parallel winery\n\nMay consider SMALL pet. \n\nThis home is in pristine condition and is our family summer home so it’s very well taken care of. House is also well constructed, with insulated 9 foot ceilings, so quiet compared to most basements.\n\nPlease contact us if interested and we will discuss the vetting process. See less']",[],['https://www.facebook.com/marketplace/item/1096990994265588/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748159049828407507%22%2C%22mf_story_key%22%3A%225543674512353862%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5543674512353862%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48576315980535%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225543674512353862%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
683,"['', '1 Bed 1 Bath House']","['$1,300 / Month']","['Kelowna, BC, V1X 2A4']","['307 HWY-33, Kelowna, BC', '1200 square feet', 'Listed over a week ago · Available now', 'House', '1 bed · 1 bath', '1200 square feet', 'Parking available', 'Joined Facebook in 2010']",['1200 square ft shed available to rent for storage in the Kelowna Rutland area.\nWidth x Length X height   \n(20 x 60 x 14)\nfor more info please call [hidden information] See less'],[],['https://www.facebook.com/marketplace/item/605093014433445/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748159049828407507%22%2C%22mf_story_key%22%3A%228256835304356753%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8256835304356753%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48632121632081%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228256835304356753%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
684,"['', '2 Beds 1 Bath House']","['$2,250 / Month']","['Kelowna, BC, V1Y']","['Richter St, Kelowna, BC', '800 square feet', 'Dog and cat friendly', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', '800 square feet', 'Electric heating', 'Laundry in building', 'Garage parking', 'Joined Facebook in 2011']",['2250 + utilities '],[],['https://www.facebook.com/marketplace/item/546421737512387/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%225755406881203852%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5755406881203852%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48654973984918%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225755406881203852%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
685,"['', 'Private Room For Rent']",['$800 / Month'],['Location is approximate'],"['Kelowna, BC', '1000 square meters', 'Listed 3 days ago · Available now', 'House', '1 bed · 1 bath', '1000 square meters', 'Central AC', 'Laundry in building', 'Parking available', 'Unfurnished', '1 month Lease', '3 persons live here', 'Cable TV', 'Kelowna, BC', 'Joined Facebook in 2023']","['Room in shared house. \n\nAvailable now asap big house big yard storage Available Hot tub $800 shared laundry, shared bath with shower, shared kitchen and laundry.\n\n$1000 gets you garage and private dry storage. And room and living room of your own .\n\nFurnished or unfurnished.\n\nUpstairs have dogs. See less']",[],['https://www.facebook.com/marketplace/item/457056773182844/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%226017096168329283%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6017096168329283%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48669011994646%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226017096168329283%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
686,"['', '2 Beds 2 Baths - Apartment']","['$2,800 / Month']","['Kelowna, BC, V1Y 1G7']","['2901 Abbott St, Kelowna, BC', 'Listed over a week ago', 'Elevator', 'Secured Entry', 'Apartment', '2 beds · 2 baths', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', 'Dishwasher', 'Fireplace', 'Microwave', 'Oven', 'Patio', 'Refrigerator', 'Walk-in Closet', 'Joined Facebook in 2007']","['Beautiful Abbott House Condo for Rent. Fully Furnished, shorter term Adult oriented, ground floor unit available. 2 bedrooms with large den, perfect for office space. 2 full bathrooms with soaker tubs and stand up glass showers. Wood floors throughout, stainless steel appliances, large patio, Big windows offering lots of natural light, UG parking and large deck overlooking green space. Fantastic location with restaurants, shopping, Hospital, and beach close by. Beach access right out your front door and park and shopping right out the back door. This rents for $2800per month and available  for a shorter term rental only from Nov till June/July. NO pets and NO smoking. Contact Trisha for more details See less']",[],['https://www.facebook.com/marketplace/item/477886771064463/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%225490275081057851%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5490275081057851%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48699325279091%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225490275081057851%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
687,"['', '1 Bed 1 Bath House']","['$1,600 / Month']",['Location is approximate'],"['West Kelowna, BC', 'Listed 5 days ago · Available 2023/02/15', 'House', '1 bed · 1 bath', 'Central AC', 'Gas heating', 'In-unit laundry', 'Street parking', 'West Kelowna, BC', 'Joined Facebook in 2020']","['Short term lease available Feb 15th 2023 Updated, open concept, 1-bedroom walkout basement suite located in Smith Creek. Close to the outdoors, easy access to hiking & biking and just off the West Kelowna Wine Trail. Located at the end of the quiet cul-de-sac, the 900 square foot unit features brand new flooring, new paint, 10-foot ceilings and oversized windows offering tons of natural light. The kitchen has white cabinets, stainless steel appliances and an eat-in kitchen island with plenty of storage. Living room has a fireplace and a custom built in TV/Media unit. Space for a BBQ & patio set on the covered concrete patio. Street parking available. Central Air. In-suite laundry. \n6-month lease as we have family that use the unit for part of the year. Open to discuss a furnished option after approval process.\n\n$1600 plus 40% Utilities\nNo Pets, No Smoking, No Drug Use or Parties.\n\nHomeowner occupies main level of family home. Application form required along with references and a credit check. Showings will be booked after application is completed. Please reply with a little about yourself and where to best contact you. See less']",[],['https://www.facebook.com/marketplace/item/1637895403331157/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%226010112462386397%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6010112462386397%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.4872511175742%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226010112462386397%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
688,"['', '2 Beds 2 Baths Apartment']","['$2,400 / Month']",['Location is approximate'],"['Kelowna, BC', '966 square meters', 'Dog friendly', 'Listed over a week ago · Available now', 'Elevator', 'Online Application', 'Resident Lounge', 'Secured Entry', 'Apartment', '2 beds · 2 baths', '966 square meters', 'Central AC', 'Central heating', 'In-unit laundry', 'Parking available', 'Unfurnished', 'Balcony', 'Dishwasher', 'Refrigerator', 'Walk-in Closet', 'Microwave', 'Oven', 'Garbage Disposal', 'Kelowna, BC', 'Joined Facebook in 2011']",['*Serious Inquiries please* \n\nLOCATION: KELOWNA BC\nRent per month: $2400 excluding utilities \nLooking for long term tenants minimum 1yr lease. We require complete application first before scheduling a viewing on the unit. ***Please send your email and cell when you inquire. Thank you!!\n\nDescription:\n\nBrand new condo. Unfurnished. Unit is located at the 5th floor \nand location is accessible to transportation and groceries and UBC Kelowna. Pet friendly unit.\n\nNote: Electricity not included\n\nPlease DM/PM if interested for the full details. Serious inquiries only. \n\nImportant note: Condo only allows 1 pet Per unit. See less'],[],['https://www.facebook.com/marketplace/item/629707061849887/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%225509120172501959%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5509120172501959%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48742473134807%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225509120172501959%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
689,"['', '2 Beds 1 Bath House']","['$1,950 / Month']","['Vernon, BC, V1T']","['1910 33rd St, Vernon, BC', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', 'In-unit laundry', 'Parking available', 'Unfurnished', 'Joined Facebook in 2012']","['If you see this ad then it is available. \n\nWe are looking for responsible and clean tenants.\n\nMission Hill Area. 2 bedroom 1 bathroom Split level home. You will find the living room, kitchen and Dining in the main level and bedrooms are in the next level. Throughout the house, there is lots of natural light. Walking distance to schools, parks, hospital and bus stop. \nShared laundry.\n\nStreet parking or use of yard/driveway parking (1spot) if you want to shovel yourself out!\n\nNo smoking, drugs or vaping permitted on or in the property. No loud noise, No pets. Verification of income (2 of the latest pay stubs), References, past rentals, reason for moving. Credit and Background checks are mandatory.\n\nRent: $1,950.00+Plus Shared Utilities, 2/3 of the Bills (City, Fortis, Hydro).\n\nAvailable from Feb 01, 2023\n\nOption to rent basement suite with an extra bathroom (aprx. 650 SqFt), could be an isolated teenager’s room for an additional $650 per month. Basement suite come with a single car garage.\n\nWill not reply to ""is this available"" ONLY Qualified applicants will be contacted. Please Send me a description of yourself, who will be living in the house (age and employment).\n\n! Please contact for more information or to schedule a viewing. See less']",[],['https://www.facebook.com/marketplace/item/715359483428633/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%226263349510351723%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6263349510351723%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48769049278916%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226263349510351723%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
690,"['', 'Private Room For Rent']",['$875 / Month'],"['Kelowna, BC, V1X 3X6']","['125 Dundas Rd, Kelowna, BC', 'Listed 4 days ago · Available 2023/04/01', 'Bike Parking', 'Apartment', '5 beds · 2 baths', 'Laundry in building', 'Parking available', 'Furnished', '4 persons live here', 'Joined Facebook in 2022']",['Room in the Artium student residence available April 1st. Can contact [hidden information] or me through messenger. \nView room details at artium.ca\nSuite is 405 room D\nWindow with a nice view \n4 female roommates in the suite \n2 month sublet or 12 month tenancy available \nMust be a student\nLast two photos from the Artium website See less'],[],['https://www.facebook.com/marketplace/item/858953661852115/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%225577498779042611%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5577498779042611%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48781336849238%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225577498779042611%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
691,"['', '1 Bed 1 Bath House']",['$735 / Month'],"['Kelowna, BC, V1X']","['Houghton Rd, Kelowna, BC', 'Dog and cat friendly', 'Listed 5 days ago · Available now', 'House', '1 bed · 1 bath', 'Central AC', 'Central heating', 'Laundry available', 'Parking available', 'Joined Facebook in 2023']","['Like what you see? Here are the full details:\n\n✅ One bedroom in shared home, with private bathroom.\n✅ One parking spot, covered area, and huge backyard. \n✅ Walking distance to amenities in Kelowna.\n\nSold? Let’s make the magic happen! Head on over to the listing link, sign up for a profile, and apply. It’s that easy!\n\nAPPLY HERE: https://app.happipad.com/property/1619\n----------------------------------------\nHappipad is a home sharing platform.\nWe post listings on behalf of the landlords.\n\n See less']",[],['https://www.facebook.com/marketplace/item/1389306775173151/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%226040679772661297%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6040679772661297%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48783732279949%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226040679772661297%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
692,"['', '2 Beds 1 Bath Apartment']","['$2,200 / Month']","['Peachland, BC, V0H 1X4']","['Peachland Pl, Peachland, BC', '1200 square meters', 'Listed over a week ago · Available 2023/04/01', 'Apartment', '2 beds · 1 bath', '1200 square meters', 'Central heating', 'In-unit laundry', 'Off-street parking', 'Unfurnished', 'Joined Facebook in 2022']","['New 2 Bedroom unfurnished suite, self contained, quiet and bright. Private patio with gorgeous lake view, private entry, inside storage. Gas fireplace. Tenant can control own heat (included), ensuite laundry, suitable for quiet, non-partying employed person. Smoking, vaping and drugs are not permitted in or on the property. Maximum 1 dog with consultation! Please send me your info. Name, date required, reason for vacating previous home, landlord references, employment status and any other pertinent information. See less']",[],['https://www.facebook.com/marketplace/item/878250400186647/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155751209319956%22%2C%22mf_story_key%22%3A%225946785072109159%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5946785072109159%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48789969212451%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225946785072109159%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
693,"['', '3 Beds 3 Baths House']","['$3,450 / Month']",['Location is approximate'],"['Lake Country, BC', 'Dog friendly', 'Listed over a week ago', 'House', '3 beds · 3 baths', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Lake Country, BC', 'Joined Facebook in 2013']","[""Beautiful Lake Country 3 bed/ 3 bath home in a family friendly neighbourhood. Located on a dead-end, quiet street adjacent to Santina Park where you will find an extensive trail network for walking and/or hiking.\n\n*Pets considered*\n\n* House has a small 1 bedroom suite rented to a single longterm female tenant*\n\nMain Floor:\n\n* 2 bedrooms, 2 bathrooms \n\n* Large walk-in kitchen pantry \n\n* Stainless Steel appliances \n\n* Granite Kitchen island \n\n* Upgraded granite countertops in kitchen \n\n* Upgraded engineered hardwood on main level\n\n* Gas fireplace \n\n* Breathtaking east facing valley views\n\n* Gas hookup on covered patio deck \n\n* 9' ceilings throughout \n\n* Marble countertops in both main bathrooms \n\n* Freshly painted \n\n* Mudroom off the garage and hook ups for main floor laundry \n\n*Vivint security system throughout house with front door camera and NEST thermostat all controlled with app \n\nLower floor:\n\n* Finished in 2017 \n\n* 9’ ceilings and large windows \n\n* new high-end, plush carpet on stairs \n\n* Vinyl plank flooring \n\n* 4 piece bathroom with stone countertops \n\n* Barn door slider \n\n* Large bedroom with walk in closet \n\n* Laundry closet \n\n* Baseboard heat in addition to forced air in living room area and bedroom \n\n* Fenced backyard \n\n* Access to covered patio through large secure sliding doors \n\n*2 separate outdoor living areas, upstairs patio and downstairs deck. \n\n* Within Davidson Road Catchment for elementary school \n\n* School bus picks up at the bottom of the neighbourhood \n\n* Close to UBC, airport, town centre and all amenities \n\nHas a separate 1 bedroom suite below with 1 person living there. See less""]",[],['https://www.facebook.com/marketplace/item/1555232688261875/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155682550564808%22%2C%22mf_story_key%22%3A%225659853020801880%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5659853020801880%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48793907524135%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225659853020801880%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
694,"['', '2 Beds 1 Bath House']","['$2,950 / Month']",['Location is approximate'],"['Kelowna, BC', '1100 square meters', 'Dog and cat friendly', 'Listed over a week ago · Available now', 'House', '2 beds · 1 bath', '1100 square meters', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', 'Kelowna, BC', 'Joined Facebook in 2007']","['Pet-friendly - Downtown Kelowna 2 Bedroom Upper Suite, fully furnished.  Parking for 2 vehicles, including a secure garage.  Security system and cameras with Telus.  Fully-fenced property, within walking distance to Knox Mountain, City Park, Lake Okanagan beaches, and over 100 restaurants and shops. Now available  Call or text with questions to [hidden information]... or message via FB. See less']",[],['https://www.facebook.com/marketplace/item/614573690468407/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155682550564808%22%2C%22mf_story_key%22%3A%228577578168950237%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8577578168950237%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48802795400653%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228577578168950237%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
695,"['', '3 Beds 3 Baths - Townhouse']","['$3,400 / Month']","['Lake Country, BC, V4V 0A8']","['13098 Shoreline Way, Lake Country, BC', 'Listed 12 hours ago · Available 2023/05/01', 'Townhouse', '3 beds · 3 baths', 'Garage parking', 'Unfurnished', '1+ Years Lease', 'Joined Facebook in 2019']","['ABOUT THE RENTAL: Fully Furnished 3 bed/3 bath modern townhouse located at the Lakes  (available May or June)\n\nExtra features include:\nIn-suite laundry, single attached garage & parking pad, geothermal heating and cooling system, fenced private yard. Close to Spion Kop Trail Head, hiking and biking, shopping and recreation.\n\nTerms: Preference will be given to those who can stay longer term (12 mo+). \n$3400/month+ utilities\nDamage deposit 1 month rent\n\nIF INTERESTED, please send me an email with an introduction of yourself, one or more social media profiles (IG, FB, LinkedIn) and any questions you have. I usually run a background check too.\n\nContact me: [hidden information]\n\n(PICTURES ARE FROM SHOW-HOUSE- Will update as soon as possible) See less']",[],['https://www.facebook.com/marketplace/item/581463746846597/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155682550564808%22%2C%22mf_story_key%22%3A%225836677603113077%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5836677603113077%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48821928866192%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225836677603113077%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
696,"['', '3 Beds 1.5 Baths - House']","['$3,000 / Month']","['Kelowna, BC, V1X 1G3']","['600 White Rd, Kelowna, BC', 'Listed over a week ago · Available 2023/03/01', 'House', '3 beds · 1 bath', 'Off-street parking', 'Unfurnished', '1+ Years Lease', 'Joined Facebook in 2018']","['This is a beautiful bright newly renovated house. With a HUGE fenced irrigated yard. The house has a spacious living room and a separate dining area in the kitchen. Has its own laundry room along with a single car garage. It has 3 bed rooms and 1.5 bathrooms with the .5 in the master. The utilities are 60/40 split with the basement. \n\nIf the ad is up it’s available. \n\nPlease send me a little information about your self and what you do for a living along who will be in the house with you for a faster response.\n\nDogs could can be considered. \n1 year lease, could be extended.  See less See less']",[],['https://www.facebook.com/marketplace/item/1025347151758988/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4748155682550564808%22%2C%22mf_story_key%22%3A%225911163612275989%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5911163612275989%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.48842789167383%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225911163612275989%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
